,achievement_count,average_cadence,average_heartrate,average_speed,average_temp,average_watts,best_efforts,calories,device_name,distance,elapsed_time,gear,kilojoules,laps,map,max_heartrate,max_speed,max_watts,moving_time,name,pr_count,sport_type,start_date_local,suffer_score,type,weighted_average_watts
39,,67.7,139.3,1.974,,286.8,6,507.0,Garmin Forerunner 265,5180.2,2637,Brooks Ghost 15 Brooks Ghost,752.5,11,gkumF~yrcODE@FBEGVEBELAHDFRKLMDIRiAHUJy@Le@BCHA`@VBEAWGGWKAM`@_BH_@?qAL}B@iBB[@EFAtAHX?JBFFAx@K`CCvBFXv@tAZp@LdA@f@G\?NBJHHD?FEHUQeCU}@aA}AGOCY?]@e@DMBAbBNj@?rAJv@ALBB^I`B?XH`@NVZRRDzBDDF?VSzBQn@e@l@s@j@KTY\UPOPUL_@\ADDLHBD?PQNU^c@JKFADBZn@X`@r@p@TVJADEBK@OCIy@Y_@c@e@s@CK@Kf@k@`@]V]HBLHz@x@^|@JDJEJQCS_BuA_@WEI?CN{@TaCFCN@b@X`A`@XRLDJGDQ?KIKy@MmAg@u@SOAC@e@?]Gk@ASGKEOQEMCQHeCUGi@EEEQYm@CUEM@KFKISEaAEc@PEFE~A@PJTNXRRT`@V~@Jn@Av@JT@LAHGHMBGAIICKDqAMgA_@w@i@_AM_@E_@?cAB[J?ZN`@Dv@?zBNRBp@BDD@TE`ABHPJFp@DLLNZFdBDXB^FrBx@f@HLPEXEFK?g@]i@Ui@O]QSEiCM]IUUMQIe@AWJoBEMq@AeCO{ACOEEY?u@HoA?s@QOEMGCmAIq@ACI@i@J{@EQQAIFEHD^@TI`DA`BGx@A`AG~@WhAANB\FJfA^ZDPP@LIPMF[WQKUIi@YQA_@xAIb@Sz@EBC?,164,3.468,559,2624,Lunch Run,,Run,2023-05-14 12:12:54,38,Run,313
40,,64.3,134.3,1.845,,244.2,,231.0,Garmin Forerunner 265,2221.2,1204,Brooks Ghost 15 Brooks Ghost,294.0,5,,155,2.202,334,1204,Night Run,,Run,2023-05-13 22:54:13,15,Run,269
41,,66.4,139.9,1.905,,253.9,,464.0,Garmin Forerunner 265,4575.0,2401,Brooks Ghost 15 Brooks Ghost,609.6,5,,164,2.482,396,2401,Afternoon Run,,Run,2023-05-12 15:36:35,41,Run,276
42,,69.5,144.8,2.087,,307.4,5,346.0,Garmin Forerunner 265,3457.4,1673,Brooks Ghost 15 Brooks Ghost,509.4,3,_kumFxzrcOIFAL@JHJH@LC\Lj@Ll@DRPLADE@WEGGEO@IBi@?_@MSC]OAGXeAV_BV{@b@TZHTLDLJJD?FCBO@IIQW?MCe@WYIGECIl@{BJmABy@@wAJwBAMOSGO@aAEa@BQDGHCL@FN@J?HI\Iv@@HB@T?d@?TDj@?HFDX?VAp@OhA@FBDTNLBZ?dCRr@Ah@DFJVPKpCFd@LZVRVDnAFv@?DB[bDOj@a@j@qApAUVmAbAAFBFNDLIl@u@pAqAj@c@PWVi@La@JcAB}@DUN@x@XXTTJ\XJ?FG@OA[q@Ii@U_@Gs@Wk@GaA@m@IUIUUAECY@gAF_A?BAEuBQ{@?UEuBIMEOSCQB{@Dc@A]F{@AMIEo@Ce@Eg@@EM?IHyAEQIAMVD^An@IhBCpCI`CMv@]vAIf@O`@g@jCI\IJIP@JJJF@PAx@ZTDLAPDNLJDJIDMAIAMEIa@FYE[Aw@YCCEOME,172,3.256,498,1657,Lunch Run,,Run,2023-05-11 11:32:41,33,Run,334
43,,66.8,141.4,2.05,,296.0,5,323.0,Garmin Forerunner 265,3287.7,1632,Brooks Ghost 15 Brooks Ghost,474.8,5,qjumF~yrcOFBBGTgAB_@FQPy@QKc@MO@aAO}@CCJ?jAEt@Ib@U~@AZQbA?d@GPIFUMCK@IPYHYTmBPmAJiBGg@@KDGFED?n@Nh@Dj@Bf@J^NB?DE^iBD[LqEFeAAuADaACc@DSJEJDHLAPKf@Cj@BFXB~ADJBBL?JKlC@PHLRJh@BPB`BB`AJ^@JBTNBLGlCBXJ\\ZTHHBlBBLBDFARWbCI\MVw@`AuCrCCJHH@@XSx@cAzAqAn@_AJUDWVgCFUPB\NRBVPVBXXJDD?JEDQCKGGi@Ei@SWQu@SaBSaAAYKQWI_@JiCk@?_@EkCIs@Iu@AKCMMASFoABaBA[CEGA_AAw@IEJCn@@ZCb@CP@r@KlDMdA_@dAIh@w@hDGFGAIDQ@QK@GCA,172,3.336,542,1604,Morning Run,,Run,2023-05-09 09:32:33,29,Run,341
44,,69.1,139.0,1.912,,289.6,5,358.0,Garmin Forerunner 265,3613.0,1894,Brooks Ghost 15 Brooks Ghost,547.4,27,_kumFpyrcOTu@?QTmAN[NKNCBEFo@ZuAJyA?wA@aAJaBZ@HBnAAVDJAZ@p@FNAbBJr@BXBHAn@HXAf@FN?HBEDDGI@qAE{BS~BJb@FV?NDgBGU?m@Ee@I`@Ed@Jv@?nANE?ABy@E]?_CQ`@A\D`AAx@Jb@HGBWAWEeDQNATBdCFp@HuACuCOTEr@F`B@x@HEBoBIm@?eAEVEd@AZDj@?p@Dd@HR@E@Q?a@GY?wCOCCXA~AJd@?d@Dh@HuAEq@Ge@?u@GvA?l@HfADTD}@Eo@Au@IcCGyAI_AKa@AaAIE@Iz@@l@E|B?p@KlAOv@_@tAWvA[lAQ`A@FDB`AVl@BLCOFo@Ea@Mg@U?GDIZ}A?QIIA?A@c@tBOE,174,3.316,586,1890,Morning Run,,Run,2023-05-08 10:45:07,31,Run,317
45,,69.8,144.2,2.04,,279.7,,613.0,Garmin Forerunner 265,6119.6,3000,Brooks Ghost 15 Brooks Ghost,839.1,6,,169,2.412,356,3000,Lunch Run,,Run,2023-05-07 11:11:22,63,Run,301
46,,,117.0,,,,,90.0,Garmin Forerunner 265,,603,,,1,,127,,,603,Lunch Ride,,Ride,2023-05-06 11:02:14,2,Ride,
47,,70.5,137.2,1.998,,276.3,,247.0,Garmin Forerunner 265,2407.1,1227,Brooks Ghost 15 Brooks Ghost,333.0,2,,159,2.224,329,1205,Morning Run,,Run,2023-05-06 10:38:20,16,Run,288
48,,67.9,132.9,1.926,,264.5,,436.0,Garmin Forerunner 265,4628.5,2403,Brooks Ghost 15 Brooks Ghost,635.6,6,,157,2.27,328,2403,Lunch Run,,Run,2023-05-05 11:19:11,29,Run,295
49,,69.6,137.4,2.041,,297.6,5,369.0,Garmin Forerunner 265,3842.7,1889,Brooks Ghost 15 Brooks Ghost,560.4,3,_kumFlzrcOPi@PiAXgA@SCCGAWKUEU@[Eu@AUGE@CFEtBSbBYdBAp@EJIDQAIGEODMJOHUj@{DBe@@}@Cu@FSJEVJPDtBLRDd@TBW\mAHa@D{BBe@Au@Di@DyBAaBDONGF?DDFF@JCNI^En@?J`CBF@DH?VGjACxBEv@E^Bd@Jb@\^NVR`@L^PdA@b@Ih@DPJDF?HIBG?KG]GiASaAWm@_@i@S]EQ?qA@ODEPATDzAFbCPb@?BXCj@Gx@@VJp@\VZLjA?^FT?B@BFWbCKf@MZY`@w@x@_@Zw@x@i@`@CF?HNBPG\c@vCmC`@}@FWRcBBi@FODAj@N~@b@^VFBJ?HEAc@IGk@EQE_@SeA[yBSk@?KEY[GQAQBo@FiAAGGEi@Ck@@a@Eu@Ec@IgA@UCMGWUBW?oAFqAAQGMKII@aBGGE?}@J]?SEIQEIPAP@HB@Az@G|AKbGEj@[lBc@xAIj@YhAMr@GFG?AC,164,3.362,537,1883,Lunch Run,,Run,2023-05-04 11:20:03,27,Run,325
50,,64.6,145.0,1.884,,268.9,4,211.0,Garmin Forerunner 265,2113.8,1129,Brooks Ghost 15 Brooks Ghost,301.8,2,mjumF|xrcOl@eDb@aBPkAHgCBmBBC?SBcDC_@BMFEL?LDFJATIVEz@BJdABv@HFAJiFC{AHqCBwAFw@MbFA~DItDAJIDuBMWAIDCP@ZCHCxA?|@E|BC\WnAM`@Ij@GDa@Q[GkAEWEa@?@d@EjAOfASz@SxA?l@CJGDM?GCKQAS@INWJe@Fk@^uBH_AEaABQAI@GBCPANHZFZ?FDFVh@Bf@JPDLJ@DCN[jAMx@M`@,170,3.384,505,1122,Afternoon Run,,Run,2023-05-03 15:33:02,19,Run,301
51,,64.3,131.3,1.76,,224.2,,299.0,Garmin Forerunner 265,3332.7,1894,Brooks Ghost 15 Brooks Ghost,424.7,4,,181,2.514,379,1894,Lunch Run,,Run,2023-05-03 11:57:35,24,Run,280
52,,67.3,131.6,1.992,,268.3,,421.0,Garmin Forerunner 265,4790.6,2405,HOKA ONE ONE Bondi 8,645.2,6,,156,2.278,328,2405,Lunch Run,,Run,2023-05-02 11:28:45,25,Run,293
53,,64.4,140.0,,,,,393.0,Garmin Forerunner 265,,1922,,,1,,161,,,1922,Morning Stair-Stepper,,StairStepper,2023-05-01 10:52:45,27,StairStepper,
54,,,136.6,,,,,237.0,Garmin Forerunner 265,,1206,,,1,,156,,,1206,Night Ride,,Ride,2023-04-30 21:48:39,14,Ride,
55,,66.9,112.1,1.431,,195.6,,54.0,Garmin Forerunner 265,545.1,381,HOKA ONE ONE Bondi 8,74.5,1,,143,2.258,322,381,Night Run,,Run,2023-04-30 21:40:39,1,Run,249
56,,65.4,130.4,1.951,,253.5,,323.0,Garmin Forerunner 265,3525.1,1807,HOKA ONE ONE Bondi 8,458.0,16,,161,2.454,362,1807,Lunch Run,,Run,2023-04-30 11:26:10,24,Run,292
57,,65.8,134.8,1.8,,240.6,,327.0,Garmin Forerunner 265,3249.6,1805,HOKA ONE ONE Bondi 8,434.3,3,,169,2.482,371,1805,Lunch Run,,Run,2023-04-29 11:06:48,26,Run,275
58,,66.0,131.1,1.781,,226.8,,431.0,Garmin Forerunner 265,4275.8,2580,HOKA ONE ONE Bondi 8,544.5,5,,165,2.352,351,2401,Morning Run,,Run,2023-04-28 10:31:35,28,Run,267
59,1,74.3,163.8,2.381,,368.2,4,211.0,Garmin Forerunner 265,2057.0,864,HOKA ONE ONE Bondi 8,318.2,2,_kumFlzrcOTkAl@wB@Ik@UuCSOxCU`BSz@E`@@h@KJG@QGEQ?K\eABWRiAPoA?m@Be@Eg@F]FEFARLNDf@AhAJRFb@RB?L_@^kBD{@?a@F{@A]Dm@?m@HgB@{@G]@K@IDEVAJNATKVCb@E|CKvD]t@Eh@_@xACHI@y@Ua@CO?WCi@Ca@SKFIJFt@CxAu@tES\HZFFF@FAFUBi@p@uEBk@B_ABMP?ZFd@Bf@?TDh@R@HAJ]nA_@lBEHIAAC,181,3.738,611,864,Afternoon Run,,Run,2023-04-27 14:09:25,34,Run,374
60,,66.2,130.2,1.846,,247.7,,366.0,Garmin Forerunner 265,3885.2,2105,HOKA ONE ONE Bondi 8,521.5,3,,158,2.222,323,2105,Lunch Run,,Run,2023-04-27 11:04:53,23,Run,274
61,5,69.5,154.1,2.223,,336.1,5,372.0,Garmin Forerunner 265,3758.5,1711,HOKA ONE ONE Bondi 8,568.4,7,kjumFhxrcOACHUBc@H]Jo@c@SoAIQEo@AEN@~@Ab@SzAK\?XUlAC`@ELIDOCGEIO?GRe@Ha@HWDg@PcAJw@BwAGe@HSFCNBLH^D|AFx@VH??EPk@D]Rq@JiDD{@AW@cAJOHWDE`@Ah@FZ?T@ND?j@O|EAt@@XBPJ\p@|@FAHOEOi@q@KWC[?{@DQPAd@FH?lBLxBHHF?RGnAAj@DZP`@RLZJxBFH@@D?TObAIdAEPOZINUX]XmBnBMHCJ@DNDDCz@aAzAqA^g@HDjAjAVj@HDJ@JKBMGOq@m@iA{@EIAEL_@LaABaABYFENB|@^f@N`@\FBH?FGBYEMIGk@?e@O}@_@OEm@Gu@Ay@I]GKQKa@Ac@HiBIIKAa@B{BM_@AiBQGHC|AJZf@l@FLCREBG?W[_@m@GUG]FwCHoABkAAUGCs@?kAGEEBe@?GACKFCNMzE?`AIpBOl@Kl@S|@EZOb@?FQr@Gd@Mb@I?IF,185,3.692,611,1691,Afternoon Run,4,Run,2023-04-26 15:16:14,50,Run,375
62,,,134.3,,,,,388.0,Garmin Forerunner 265,,2104,,,1,,149,,,2104,Night Ride,,Ride,2023-04-25 22:32:45,21,Ride,
63,,67.2,132.2,1.81,,250.4,,423.0,Garmin Forerunner 265,4352.1,2404,ASICS Gel Venture 8,602.0,6,,153,2.102,328,2404,Lunch Run,,Run,2023-04-25 11:16:22,27,Run,271
64,,68.1,138.6,1.855,,256.0,,463.0,Garmin Forerunner 265,4465.1,2407,ASICS Gel Venture 8,616.3,6,,157,2.242,352,2407,Morning Run,,Run,2023-04-24 10:54:00,40,Run,278
65,,66.9,138.0,1.821,,242.2,,527.0,Garmin Forerunner 265,5194.1,2970,ASICS Gel Venture 8,691.1,13,,172,2.54,412,2853,Morning Run,,Run,2023-04-23 10:39:16,54,Run,278
66,,,130.1,,,,,315.0,Garmin Forerunner 265,,1804,,,1,,166,,,1804,Morning Ride,,Ride,2023-04-22 10:15:25,15,Ride,
67,,66.8,133.3,1.872,,251.6,,424.0,Garmin Forerunner 265,4506.1,2428,ASICS Gel Venture 8,605.7,6,,154,2.294,363,2407,Morning Run,,Run,2023-04-21 10:58:56,30,Run,275
68,,65.6,136.0,1.904,,254.8,,337.0,Garmin Forerunner 265,3453.6,1814,ASICS Gel Venture 8,462.3,3,,159,2.274,334,1814,Lunch Run,,Run,2023-04-20 11:43:28,28,Run,283
69,1,70.9,147.6,1.953,,,6,700.0,Garmin Forerunner 245 Music,6895.3,3551,ASICS Gel Venture 8,,7,ikumFdzrcOJSV}@\cB`@yAZ_BBWAw@HgCB_BVSHAjBH\A?y@FmE?sBLcGEICA{@?e@EkBEa@E_@GiBC_BMaDOc@a@mBKc@?oBOSOGw@Cs@UgEKeECeB?{ABm@LiAVeA`@oA^}@p@oAf@kAR_C@{@EkAQ_AWs@s@{Ai@yBYcAY_B[{DOeAGoA?aB@g@Dk@NiAN{@t@oCX{@fByH`@{ArA{DNo@JoABo@?o@As@U{A@CNMjCDhC?~AFrBLz@?^DbABzCRlDL~@HzCb@FH?`@[bE]hHs@xLAVNTOtBWrF]lF?v@FxAh@zBbA`DZpAd@zAx@fDbAnDf@pAJNx@bBhArBbB|D^lA\xAHl@j@pCn@xBN`@Ll@l@bCAHUTu@VOJ]Jw@^}@N[?gCY_BGiAKoBIq@I_@AY@UN}EW}@GsACM@EHE~AEnCAzCK|DGPG@mBGOEBoAHc@QMI@EFAXFXYlKI|@Y|AaAlE,172,2.474,,3530,Lunch Run,,Run,2023-04-19 11:12:34,77,Run,
70,,58.3,140.4,,,,,487.0,Garmin Forerunner 245 Music,,2404,,,1,,154,,,2404,Night Stair-Stepper,,StairStepper,2023-04-18 22:27:08,28,StairStepper,
71,,71.9,141.4,2.017,,,5,407.0,Garmin Forerunner 245 Music,4046.0,2019,ASICS Gel Venture 8,,5,_kumFvzrcOEPAVBL@BZAXHtAL\NNK?SQSQBO?aAK_@QKIZaBb@mBFG`@Ld@VXXD@ROCUGK[C}@]MK?MViAJo@De@PiHBQDA|BNHDG`EGxABn@Rf@n@~@Rr@Jl@B`@@NGj@JTRED]IYIqAKk@O_@O_@_@g@Ua@Em@@q@BQBAbADxAJjADl@DXJG~BFp@T^ZNLBzBHHD?PU`COd@ITu@`AuCjCIR@BNBZa@z@y@FDN^RXdApAPJRE@WMQq@][]W]Oe@dBiBpAhAVf@RRRMAUIMoAcAi@k@Lk@NkADq@HW@?zCpALK@QCGSKa@EgBo@s@M_@A]GcAE]QOg@HoC@@ECkDMsCOCH?rAJ\Rb@?BA@K?WOQm@As@@c@D]As@H{CGUyBKICB}@Fm@GSQ?GTDb@?`@IjCErDGrASrA_B`H,167,2.788,,2006,Morning Run,,Run,2023-04-18 10:14:01,39,Run,
72,,,115.9,,,,,235.0,Garmin Forerunner 245 Music,,1808,,,1,,126,,,1808,Lunch Ride,,Ride,2023-04-17 11:41:21,6,Ride,
73,,48.7,118.9,,,,,177.0,Garmin Forerunner 245 Music,,1209,,,1,,134,,,1209,Lunch Elliptical,,Elliptical,2023-04-17 11:18:44,4,Elliptical,
74,,68.4,140.5,1.996,,,5,413.0,Garmin Forerunner 245 Music,4176.4,2100,ASICS Gel Venture 8,,4,wkumF`zrcOJBDTGR@FDLPBL?VJ~@P`@DFHJ@DG@ECQOIWFKGa@Ew@YGCAI`AwEP?RHZHTJPTNFJI?UOM[Cw@UIEII`@uBH}@@o@RaGLCxAHT@NFGtC@FXV|HXfFZd@Jh@PlChATAXF@VMNYCsAe@iBu@m@OiAMqBK_@AGDChCPf@\NxBHZBb@JrAf@d@JXP?REFWH[UmBw@E?ED[|CI`@|@p@dA|@DXOTSEg@y@w@u@UOG@INaA`AOTL\Zd@l@f@ZLLL?XOLSIo@u@a@g@e@w@eA`AEAGOzB_Cn@o@\g@Nu@P}ABg@CAwBKc@G][Qg@Am@DqBEGkDGuAIa@@CbAHl@x@rANb@Rx@HzAF\EJQFQO@aAGu@Ki@Wo@u@mAMa@?k@HwAFsEIGkBGQGAo@MFShKGh@,174,2.557,,2092,Morning Run,,Run,2023-04-16 10:09:26,42,Run,
75,,70.8,145.4,1.999,,,5,401.0,Garmin Forerunner 245 Music,4027.4,2020,ASICS Gel Venture 8,,5,ciumF|yrcOSHUZUR?Rf@FVFp@JZBVNLKEYEEAA]Fk@Ic@M_@O?Qh@mCVaAD?lAd@JNLHHAHKAOGQ[AICq@YSO^oBJiANoG@UFG`CLFD@NOfFAdAPn@x@nANl@Lr@Bl@E^DXP@JWIw@Ce@[wAeAmBIi@FqAPApAFhEXBB?LGpBFl@N\ZVb@DfBDJ@BF]fDSj@eBnBoBdBFLD@FCt@w@^[B@nAdB\^FDRFBAHQAMGIg@Qa@[g@m@Ma@?CbAaAb@e@PHz@t@JL`@t@PCBOCSaCqBTyAL_BDQF@b@LjAd@XPXHHUIOGEs@MgBo@e@KaAAiAK[[Ke@DgBA_@SEqBEaCKi@Ga@OEUFmECC{BGCE?u@Hk@EOAAWJCFDt@?lAKfEKbCKn@S|@Hj@|@^v@RDPEPSFe@[]Oy@]G?WxAe@rB,169,2.49,,2015,Morning Run,,Run,2023-04-15 10:00:39,43,Run,
76,,71.0,145.2,2.02,,,5,405.0,Garmin Forerunner 245 Music,4062.9,2037,ASICS Gel Venture 8,,4,cjumF`yrcOD?DQTyANq@SCQKQC@MBMJIf@PH?^yBLsGFeAFS?e@EaAF]JELDDJIl@A~AB@vBJPFEdBEj@V|@vGXVFIrCJf@Z^PHH@XCfBHFJSzBKl@Wn@kBlB}AvAEDBLP@`AiATMDBj@`A~@jAJFRAFSEQ_A_@_@_@W_@Qg@v@}@p@o@rApAXn@TDLO?EKYcBwAWYH[^aD`@HlA`@XRZJJG@GK[u@M_@KoAe@u@IoAEe@GIEOSKa@DgCAAgH_@Y@AhAHh@n@bATj@XtAD~@H\ETU@MSD_@A_@Gg@Mm@[{@q@kAGOEWH_AEK?OD[D_B@oACg@eCMAGDq@Hw@QMOL?PFh@KxFKxCIr@SlABd@BDx@Z^FTL?^WJQQ]Ss@[EA}@xEBB|@Xf@DN?LERN?\ABODWMcAMa@Ma@KSKAG?MHU,168,2.607,,2011,Morning Run,,Run,2023-04-14 10:58:38,41,Run,
77,,68.3,146.3,1.981,,,5,422.0,Garmin Forerunner 245 Music,4126.6,2106,ASICS Gel Venture 8,,6,{jumFxzrcOBFDCf@iCJaA?Eg@SCIFMF?HFN@ZH?g@R_BHcELyB?YDk@BiAESB[RGH@FFBZG\ChA@TdCH@FMbG?t@Ld@b@l@Vf@Pn@Hj@Br@Ih@@HDDR?HUW{BIY[cAo@eAMk@@o@Hc@hBDhBPtAFDD@HI~A@p@Rj@^X|BNZFKpASxAUl@aBfBmBfBCHBBJFDCf@i@l@i@DBd@t@VZt@t@TDLUKWg@OWUWUYc@MYT_@d@a@j@m@F@x@n@\^Nh@HHTADWKSqBgBGMJo@PwBFUHAzAf@~@d@RKCUGEKCc@EiBq@e@I_COe@MOWG[?wAJu@x@BhALd@?bAH|ChA\Pz@ZPQEYUCY@wBy@mAa@}@MyDQECi@Ao@GuAEKCkBEUECEAWBwCy@GiBGSTEnEEhAGh@m@xCSj@QlAUx@,172,2.689,,2083,Morning Run,,Run,2023-04-13 10:06:49,43,Run,
78,,70.4,146.1,1.897,,,6,671.0,Garmin Forerunner 245 Music,6654.0,3513,ASICS Gel Venture 8,,6,akumFryrcOJV\_BV}A\oAPaALwBJsDAWH_@RKLAf@@nAHb@e@HeECiCD_BLgDLO~@BxANb@An@FrBDh@Fn@@xBP^FhDRr@@lBJd@C^Qv@QFGXIx@G?MGe@FGHSq@uBGUE]m@cBqAmGM[O{@Y}@[w@u@aBgC_Fg@eAQq@[w@AQe@}AIM[uAaB{FoAeFKa@Go@C{ABe@Fg@@{A^uFPsDf@yF?i@KY?e@b@mJ`@uG?o@IGa@C}C[QAUHIE[GwBGc@GwJc@_@?aBIgD?iAIM?IFALPpAFrAG`BG\Kl@]hA[|@y@lCKf@Uv@YpAk@|BWpA_@nAi@vBSjAGt@ErADzALzAf@jEh@vCL`@VfA\bAp@~ARz@Fb@Bj@C~@OzAG^Mf@e@x@Id@q@vAc@pAOj@Oz@KdB?vADjAApBDf@NvDF|@V`CLd@t@@n@AxADvAHJLNCBGp@Fd@?fBN`ETTBRNAZGl@SlAUnBYpA_@hASfAIx@Kd@AZHh@?f@CjAK|B?h@KvB?h@HRFD^Bd@JLFG^GPQfAQt@,175,2.32,,3508,Morning Run,,Run,2023-04-12 10:05:36,73,Run,
79,,,135.3,,,,,236.0,Garmin Forerunner 245 Music,,1207,,,1,,143,,,1207,Night Ride,,Ride,2023-04-11 22:34:01,11,Ride,
80,,47.2,119.4,,,,,24.0,Garmin Forerunner 245 Music,,151,,,1,,133,,,151,Night Elliptical,,Elliptical,2023-04-11 22:29:59,,Elliptical,
81,,69.0,145.2,1.949,,,5,471.0,Garmin Forerunner 245 Music,4631.7,2386,ASICS Gel Venture 8,,5,alumFtyrcONb@EILKD@Hc@ZeAXoA?Oo@M{@Ey@IS?C\@fAI|@ShAWjB?ZGNKBMGGEB_@J_@p@uEBuAEk@HURAXLd@DDA@GF_FH_BBGHILe@HyCDi@RyAdAuDBg@Ji@XcCLa@j@@jDT~@@z@JxCNvDJpD^vBHpBDPDX@z@AbAc@n@St@IEDq@JSLwAf@QBs@@iGY_@?uDa@uACa@EoBKg@GwDGa@Iw@GcBKIBe@bFSz@y@vCUhBElAIb@I|AGLGdACh@AnBGlBE@a@Cc@MU?GTFf@ExAQzAc@hCKVFVN?LSA[JaA`@qCFo@BuA@AT?vBL^Hd@PZRt@VZXPAFYMQ[AqAe@^iBNsA@m@PkFHO|BHkBC]?AB@t@W`AC`@@n@KzBMn@W~@QhAO\o@~CCDIA,171,3.47,,2377,Lunch Run,,Run,2023-04-11 11:12:49,53,Run,
82,,67.9,141.7,,,,,380.0,Garmin Forerunner 245 Music,,1803,,,1,,166,,,1803,Lunch Stair-Stepper,,StairStepper,2023-04-10 11:07:33,27,StairStepper,
83,,74.2,159.2,2.221,,,5,350.0,Garmin Forerunner 245 Music,3302.6,1501,ASICS Gel Venture 8,,4,wiumFh{qcOCFh@qBRiAFy@Nw@PqADCx@@tBLTDlBFbDVBB?VAbBJZXD\Mb@qAHw@FApBJlAJVFBF?zADT`@d@XRHI@KBq@JuAIEcAE{@IsDSE@CF?p@CLQZc@Nc@?QQEe@@mAMCk@?sAEqAM]DMtG?tBCdBWdIDBx@?dDR`BB|BNJDVBXCl@Hd@H`@RbC~@|@FBVQR[CcBi@_@Q_A]oAUiAEg@GgAG{EO{AMMCSi@C[DgCAg@c@CsAAMC?_AJg@AMEKOCIRBb@?^G|EM`DGr@?VGXKHKv@On@,170,2.8,,1487,Afternoon Run,,Run,2023-04-09 13:12:29,47,Run,
84,,,120.1,,,,,268.0,Garmin Forerunner 245 Music,,1806,,,1,,140,,,1806,Morning Ride,,Ride,2023-04-08 10:39:11,7,Ride,
85,,66.6,140.6,1.876,,,,482.0,Garmin Forerunner 245 Music,4501.9,2400,ASICS Gel Venture 8,,5,,162,2.19,,2400,Lunch Run,,Run,2023-04-07 11:16:48,43,Run,
86,,,125.1,,,,,157.0,Garmin Forerunner 245 Music,,910,,,1,,138,,,910,Afternoon Ride,,Ride,2023-04-06 13:21:56,4,Ride,
87,,,135.8,,,,,304.0,Garmin Forerunner 245 Music,,1506,,,1,,162,,,1506,Lunch Stair-Stepper,,StairStepper,2023-04-06 12:54:28,15,StairStepper,
88,,73.5,155.6,2.017,,,5,406.0,Garmin Forerunner 245 Music,3799.2,1889,ASICS Gel Venture 8,,5,{jumF|yrcOL[n@gDXQJOLg@TsAP}HFWrBFTDBFG`FEv@?`@Pj@FFH@NC?GOSOi@Ac@@m@KSGWFkDAu@NgEAmBDiB?oAF_B@IJE|BDhCPjABxAJb@@vBRpEVbCDx@ATCf@M^S\M|@QHIEc@PE?Ci@yASw@CWq@}Bs@yCOa@Ie@NWh@M`@OROHKPs@Hk@?YB??HCd@Ml@Uj@[Ta@NYTGLnB~HXrAf@dBBJEJYRmAl@aA\w@Lw@BiBU_AGqAO{EWm@AmBMEE?MLoB?e@E[R_EBFGrAAt@M|BKrAGTcESQLGNE?QLK~FAtCKhEE@[?,173,2.722,,1884,Lunch Run,,Run,2023-04-05 12:10:55,54,Run,
89,,,114.5,,,,,163.0,Garmin Forerunner 245 Music,,1205,,,1,,122,,,1205,Night Ride,,Ride,2023-04-04 22:57:33,4,Ride,
90,,52.2,126.7,,,,,133.0,Garmin Forerunner 245 Music,,729,,,1,,145,,,729,Night Elliptical,,Elliptical,2023-04-04 22:43:43,3,Elliptical,
91,,69.0,133.6,1.942,,,,426.0,Garmin Forerunner 245 Music,4195.2,2160,ASICS Gel Venture 8,,5,,154,2.139,,2160,Lunch Run,,Run,2023-04-04 11:12:48,28,Run,
92,,70.5,148.2,2.053,,,5,443.0,Garmin Forerunner 245 Music,4156.6,2041,ASICS Gel Venture 8,,14,mkumFdsrcOa@GoAAG~BUjBUpACZ?VIPEDSEK]Pi@n@{DF_BCq@D[BCP@ZHxBNx@XBCd@oC@YRwJ?w@DMTILRGv@CrAp@FnABDFMjG@n@Ph@t@lARr@Hj@Dn@Gj@BLDDN?BADWIk@Gy@CSWaA]u@a@q@Ke@BiABKBAfFXbAJ@XEpBJn@Z`@d@JdCHRFf@TdA^ZRVJJK@MCOSKc@Ie@Mm@YYEKv@WjCQb@]h@_@b@oBlBa@TMMLS\[z@aAz@y@\c@L]Fc@XmCH?`@RjAb@l@^VFJSMYeAUsAi@w@KoBKGAWQQ_@Aa@BsB{@IMQQMgDMaAKOWBsDEI{BGGE@q@Hi@CYMKGBIVH`AGnCI|AEtBEp@In@]|AE?e@S_@EmBK[MM?KT@DNFz@Dr@AZBNDP?`@PAd@Mt@UpAIX,167,2.749,,2025,Lunch Run,,Run,2023-04-03 11:24:22,45,Run,
93,,,131.8,,,,,340.0,Garmin Forerunner 245 Music,,1809,,,1,,144,,,1809,Lunch Ride,,Ride,2023-04-01 11:46:54,15,Ride,
94,,69.5,139.8,2.021,,,,115.0,Garmin Forerunner 245 Music,1091.5,540,ASICS Gel Venture 8,,3,,164,2.447,,540,Lunch Run,,Run,2023-04-01 11:35:53,9,Run,
95,,52.3,143.2,,,,,398.0,Garmin Forerunner 245 Music,,1809,,,1,,167,,,1809,Lunch Elliptical,,Elliptical,2023-03-31 11:38:33,26,Elliptical,
96,,53.4,137.1,,,,,248.0,Garmin Forerunner 245 Music,,1206,,,1,,163,,,1206,Afternoon Elliptical,,Elliptical,2023-03-30 14:05:27,11,Elliptical,
97,,76.5,170.3,2.453,,,,253.0,Garmin Forerunner 245 Music,2256.4,920,ASICS Gel Venture 8,,2,,176,2.613,,920,Afternoon Run,,Run,2023-03-30 13:47:46,45,Run,
